,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2004,0.292496663,0.357736197,0.160583438,0.099976961,0.054991744,0.022241529,0.007426923,0.00176263,0.001429042,0.000243945,0.000275679,0.000115381,0.000261975,3.37E-05,2.04E-05,4.83E-05,0.000126381,0.000139553,2.78E-05,6.18E-05
2005,0.218058804,0.184041637,0.314924468,0.135407434,0.07124551,0.043660235,0.01997069,0.007426394,0.00192055,0.00165628,0.000294131,0.000339867,0.000144223,0.000330168,4.25E-05,2.57E-05,6.11E-05,0.000159917,0.00017676,0.000113624
2006,0.90423436,0.016953876,0.01982424,0.031723877,0.011387985,0.006775861,0.004784863,0.00248058,0.001020044,0.000283672,0.000256355,4.68E-05,5.49E-05,2.35E-05,5.40E-05,6.96E-06,4.22E-06,1.00E-05,2.62E-05,4.77E-05
2007,0.554874398,0.408222858,0.009404485,0.007910401,0.008977609,0.003615975,0.002554049,0.002119027,0.001253799,0.000567595,0.000168005,0.00015738,2.93E-05,3.49E-05,1.50E-05,3.44E-05,4.44E-06,2.69E-06,6.40E-06,4.72E-05
2008,0.553812931,0.223129305,0.210027715,0.003603289,0.00217476,0.002768134,0.001296552,0.001047032,0.000965377,0.000615483,0.000292132,8.86E-05,8.42E-05,1.58E-05,1.89E-05,8.11E-06,1.86E-05,2.41E-06,1.46E-06,2.91E-05
2009,0.168790819,0.435873547,0.229628695,0.156534704,0.001768918,0.001211687,0.001860224,0.001038681,0.000969214,0.000992955,0.000678037,0.000334981,0.000104081,0.000100393,1.89E-05,2.26E-05,9.71E-06,2.23E-05,2.88E-06,3.67E-05
2010,0.341564912,0.093607246,0.332985416,0.149114587,0.075934413,0.000961604,0.000759862,0.001324288,0.000818406,0.000821449,0.000881871,0.000618082,0.000310307,9.73E-05,9.40E-05,1.77E-05,2.12E-05,9.12E-06,2.10E-05,3.72E-05
2011,0.477621543,0.151345008,0.049771469,0.184980851,0.085645666,0.045749123,0.000612886,0.000511844,0.000936779,0.000601776,0.000620381,0.000668683,0.000470071,0.000236471,7.43E-05,7.18E-05,1.36E-05,1.62E-05,6.98E-06,4.46E-05
2012,0.462561002,0.224709879,0.086559619,0.029235986,0.111099703,0.053155183,0.029316001,0.000403524,0.000344771,0.000642413,0.000417592,0.000432228,0.00046728,0.000329147,0.000165744,5.21E-05,5.05E-05,9.54E-06,1.14E-05,3.63E-05
2013,0.660622042,0.142996663,0.082971172,0.031891278,0.010236513,0.039050184,0.019519091,0.011289548,0.000162108,0.000143215,0.000273053,0.000178206,0.000185006,0.00020041,0.000141307,7.13E-05,2.25E-05,2.17E-05,4.11E-06,2.06E-05
2014,0.666621664,0.203569855,0.053736537,0.031837977,0.011969139,0.003884667,0.01526675,0.00785116,0.004653208,6.81E-05,6.09E-05,0.000116671,7.64E-05,7.94E-05,8.61E-05,6.09E-05,3.07E-05,9.68E-06,9.39E-06,1.07E-05
2015,0.391099945,0.389573377,0.141365976,0.035039414,0.017773462,0.006395659,0.002139473,0.00874148,0.004654444,0.002835407,4.23E-05,3.80E-05,7.29E-05,4.78E-05,4.98E-05,5.41E-05,3.83E-05,1.93E-05,6.10E-06,1.26E-05
